Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Latitude,Longitude
14360,2021-08-21,13:12,Bhopal,581,COUNTERFEITING,44,M,Explosives,11,23.271438,77.300771
14361,2021-08-21,19:51,Ahmedabad,123,DRUG OFFENSE,34,F,Firearm,18,23.027442,72.588575
14362,2021-08-21,22:37,Mumbai,155,COUNTERFEITING,64,M,Firearm,3,19.076594,72.948994
14363,2021-08-21,01:10,Indore,354,VEHICLE - STOLEN,64,F,Poison,4,22.799128,75.872768
14364,2021-08-21,23:34,Surat,427,PUBLIC INTOXICATION,65,F,Knife,6,21.156971,72.847997
14365,2021-08-21,11:54,Agra,206,PUBLIC INTOXICATION,71,M,Explosives,8,27.162917,78.083799
14366,2021-08-21,16:44,Delhi,325,ROBBERY,61,M,Poison,11,28.576284,77.174725
14367,2021-08-21,04:38,Jaipur,511,ILLEGAL POSSESSION,10,M,Explosives,2,26.971711,75.964673
14368,2021-08-21,21:28,Delhi,159,KIDNAPPING,37,M,Blunt Object,19,28.61625,77.143231
14369,2021-08-21,19:35,Chennai,356,HOMICIDE,47,M,Other,5,12.962342,80.210163
14370,2021-08-21,01:18,Pune,332,VANDALISM,79,M,Explosives,6,18.636651,73.765893
14371,2021-08-21,23:52,Rajkot,378,ARSON,23,M,Firearm,15,22.325094,70.81069
14372,2021-08-21,14:33,Nagpur,310,VEHICLE - STOLEN,60,M,Firearm,1,21.062769,79.026792
14373,2021-08-21,02:19,Mumbai,378,ARSON,43,M,None,12,18.924271,72.8423
14374,2021-08-21,22:09,Delhi,502,EXTORTION,76,M,Other,17,28.841475,77.180728
14375,2021-08-21,15:40,Nagpur,119,HOMICIDE,24,F,None,15,21.052033,79.034396
14376,2021-08-21,02:15,Ahmedabad,493,HOMICIDE,75,F,Other,1,23.068373,72.50979
14377,2021-08-22,06:52,Kanpur,119,VANDALISM,67,F,Blunt Object,11,26.573644,80.320106
14378,2021-08-22,12:45,Jaipur,171,VEHICLE - STOLEN,51,F,Poison,8,26.992947,75.801965
14379,2021-08-22,12:26,Mumbai,117,BURGLARY,36,M,Poison,17,19.128624,72.848086
14380,2021-08-22,05:21,Chennai,369,EXTORTION,27,M,Blunt Object,19,13.094532,80.186816
14381,2021-08-22,22:34,Hyderabad,366,HOMICIDE,67,M,Firearm,8,17.548732,78.561192
14382,2021-08-22,15:16,Rajkot,426,VEHICLE - STOLEN,56,F,Firearm,5,22.347598,70.760431
14383,2021-08-22,16:02,Mumbai,265,PUBLIC INTOXICATION,79,F,None,15,18.928238,72.794065
14384,2021-08-22,06:03,Delhi,359,COUNTERFEITING,27,F,Knife,10,28.811322,76.97425
14385,2021-08-22,02:15,Bangalore,417,TRAFFIC VIOLATION,68,M,Firearm,17,12.974849,77.539653
14386,2021-08-22,12:18,Ghaziabad,261,VANDALISM,72,F,Firearm,15,28.63322,77.516342
14387,2021-08-22,13:50,Bangalore,332,COUNTERFEITING,49,M,Other,7,12.934433,77.6562
14388,2021-08-22,16:49,Varanasi,350,FRAUD,52,F,Knife,5,25.340635,82.960349
14389,2021-08-22,11:53,Pune,326,DRUG OFFENSE,79,F,Poison,5,18.630451,73.753977
14390,2021-08-22,07:48,Delhi,483,CYBERCRIME,55,M,Knife,13,28.621193,77.031891
14391,2021-08-22,15:27,Jaipur,271,FIREARM OFFENSE,28,M,None,16,26.841164,75.766714
14392,2021-08-22,21:58,Pune,112,SHOPLIFTING,43,M,Blunt Object,14,18.626731,73.943973
14393,2021-08-22,04:24,Delhi,513,SHOPLIFTING,51,M,Poison,7,28.50878,77.081531
14394,2021-08-22,05:56,Hyderabad,436,SHOPLIFTING,59,M,Poison,14,17.544199,78.597193
14395,2021-08-22,12:56,Delhi,238,ASSAULT,29,M,Knife,1,28.773969,76.948245
14396,2021-08-22,08:51,Kolkata,341,ILLEGAL POSSESSION,75,F,Knife,18,22.638632,88.345898
14397,2021-08-22,10:36,Ahmedabad,168,FIREARM OFFENSE,11,M,None,9,23.095372,72.650305
14398,2021-08-22,03:27,Ahmedabad,205,DRUG OFFENSE,75,F,Knife,3,23.06288,72.515105
14399,2021-08-22,16:33,Lucknow,118,HOMICIDE,75,F,Poison,16,26.807682,80.928122
14400,2021-08-22,11:08,Bhopal,560,PUBLIC INTOXICATION,66,M,Other,17,23.333323,77.487384
14401,2021-08-23,19:32,Ahmedabad,257,COUNTERFEITING,45,M,Knife,16,23.07427,72.649981
14402,2021-08-23,00:56,Kalyan,249,IDENTITY THEFT,11,M,Explosives,5,19.251445,73.164908
14403,2021-08-23,15:22,Mumbai,258,ASSAULT,73,M,Explosives,5,18.973028,72.84558
14404,2021-08-23,12:39,Visakhapatnam,275,CYBERCRIME,50,M,Explosives,8,17.749542,83.343973
14405,2021-08-23,22:17,Pune,148,VEHICLE - STOLEN,38,M,Other,14,18.589883,73.9311
14406,2021-08-23,17:54,Chennai,175,SEXUAL ASSAULT,28,M,Firearm,10,12.900094,80.177393
14407,2021-08-23,19:57,Mumbai,449,ARSON,43,F,Poison,19,19.114241,72.928804
14408,2021-08-23,00:43,Delhi,266,EXTORTION,62,M,Explosives,17,28.756483,76.885542
14409,2021-08-23,16:27,Chennai,102,CYBERCRIME,64,M,None,12,13.099957,80.218486
14410,2021-08-23,01:15,Hyderabad,352,COUNTERFEITING,30,M,Other,9,17.336456,78.498858
14411,2021-08-23,13:33,Ghaziabad,446,VEHICLE - STOLEN,34,M,Other,8,28.636298,77.598013
14412,2021-08-23,15:35,Kolkata,117,DOMESTIC VIOLENCE,68,F,Other,10,22.634877,88.425467
14413,2021-08-23,19:41,Pune,559,COUNTERFEITING,62,M,Explosives,5,18.483842,73.867793
14414,2021-08-23,14:53,Pune,140,HOMICIDE,27,M,Blunt Object,5,18.556692,73.790078
14415,2021-08-23,23:25,Indore,357,KIDNAPPING,15,M,Blunt Object,9,22.69162,75.767998
14416,2021-08-23,18:15,Kolkata,372,ROBBERY,79,M,Poison,13,22.691644,88.392589
14417,2021-08-23,02:59,Delhi,556,FIREARM OFFENSE,31,F,Explosives,3,28.732136,77.188803
14418,2021-08-23,14:10,Nagpur,364,IDENTITY THEFT,74,M,Firearm,11,21.056415,79.055082
14419,2021-08-23,22:56,Bangalore,455,ILLEGAL POSSESSION,18,M,Blunt Object,9,13.097146,77.566056
14420,2021-08-23,07:08,Kolkata,264,IDENTITY THEFT,65,M,Knife,9,22.684312,88.432507
14421,2021-08-23,18:20,Nashik,268,VANDALISM,31,M,Blunt Object,15,20.019394,73.845815
14422,2021-08-23,07:41,Delhi,360,DRUG OFFENSE,62,M,Firearm,3,28.579029,77.071524
14423,2021-08-23,23:43,Hyderabad,411,FIREARM OFFENSE,30,F,None,17,17.384795,78.565823
14424,2021-08-23,17:30,Delhi,387,VEHICLE - STOLEN,12,F,Blunt Object,14,28.78864,77.051966
14425,2021-08-24,13:14,Delhi,364,EXTORTION,16,F,Blunt Object,4,28.652283,76.961005
14426,2021-08-24,07:57,Faridabad,258,ASSAULT,33,M,Knife,12,28.427735,77.383979
14427,2021-08-24,15:26,Ahmedabad,529,SHOPLIFTING,79,M,Other,9,23.068211,72.51903
14428,2021-08-24,02:18,Hyderabad,541,VEHICLE - STOLEN,26,M,Other,14,17.519431,78.567833
14429,2021-08-24,21:38,Bangalore,334,BURGLARY,70,F,None,3,12.950892,77.578739
14430,2021-08-24,17:19,Chennai,329,FRAUD,57,M,None,6,13.003618,80.245967
14431,2021-08-24,13:16,Nagpur,565,BURGLARY,36,M,Other,1,21.08247,79.024268
14432,2021-08-24,09:48,Mumbai,303,ROBBERY,10,F,Other,17,19.112085,72.794374
14433,2021-08-24,11:43,Ahmedabad,270,KIDNAPPING,74,M,Firearm,7,23.069872,72.627997
14434,2021-08-24,17:54,Visakhapatnam,284,ARSON,50,M,Other,16,17.775969,83.25444
14435,2021-08-24,02:58,Ghaziabad,202,DOMESTIC VIOLENCE,33,M,Other,13,28.714304,77.566689
14436,2021-08-24,03:18,Indore,235,FRAUD,24,F,Other,15,22.839658,75.786727
14437,2021-08-24,03:44,Kolkata,426,VANDALISM,29,M,None,3,22.673366,88.443742
14438,2021-08-24,00:27,Bangalore,280,TRAFFIC VIOLATION,70,F,None,14,12.965689,77.600713
14439,2021-08-24,21:05,Delhi,335,DRUG OFFENSE,63,M,Knife,2,28.69255,76.867186
14440,2021-08-24,22:24,Delhi,596,ARSON,67,M,Other,19,28.627938,76.853056
14441,2021-08-24,22:03,Pune,487,VANDALISM,29,M,Blunt Object,9,18.584984,73.853583
14442,2021-08-24,15:22,Kolkata,525,DOMESTIC VIOLENCE,44,M,Other,11,22.689761,88.353002
14443,2021-08-24,23:16,Pune,404,ILLEGAL POSSESSION,13,F,Poison,8,18.518759,73.754675
14444,2021-08-24,07:33,Thane,435,SHOPLIFTING,46,M,Explosives,4,19.218622,72.997295
14445,2021-08-24,13:00,Hyderabad,455,CYBERCRIME,51,F,Poison,11,17.471523,78.434014
14446,2021-08-24,12:49,Bangalore,595,DRUG OFFENSE,33,F,Explosives,13,13.066147,77.686666
14447,2021-08-24,03:04,Kolkata,205,DOMESTIC VIOLENCE,67,M,None,19,22.614529,88.395958
14448,2021-08-24,00:31,Chennai,265,CYBERCRIME,71,M,Blunt Object,16,13.122285,80.23768
14449,2021-08-25,13:26,Delhi,161,FRAUD,17,M,Firearm,7,28.858516,76.976831
14450,2021-08-25,03:45,Chennai,242,VANDALISM,60,M,Explosives,12,12.946506,80.238531
14451,2021-08-25,04:04,Mumbai,559,FIREARM OFFENSE,41,F,Other,1,19.160376,72.941489
14452,2021-08-25,19:46,Mumbai,369,ARSON,76,M,Blunt Object,12,19.087193,72.850181
14453,2021-08-25,10:22,Mumbai,399,FRAUD,49,M,Knife,5,18.928423,72.828791
14454,2021-08-25,10:33,Delhi,301,DRUG OFFENSE,50,M,Poison,6,28.72374,77.109622
14455,2021-08-25,17:32,Chennai,204,SEXUAL ASSAULT,14,F,Knife,5,12.917736,80.155632
14456,2021-08-25,21:33,Hyderabad,371,PUBLIC INTOXICATION,72,F,Firearm,1,17.333499,78.454117
14457,2021-08-25,14:12,Kolkata,256,IDENTITY THEFT,11,F,Firearm,10,22.685438,88.32502
14458,2021-08-25,19:47,Delhi,165,VANDALISM,68,M,None,2,28.648667,77.236296
14459,2021-08-25,06:34,Hyderabad,379,EXTORTION,62,F,Blunt Object,14,17.33185,78.353166
14460,2021-08-25,19:21,Delhi,530,FRAUD,30,F,Other,17,28.514772,77.22273
14461,2021-08-25,02:30,Mumbai,321,KIDNAPPING,11,F,Knife,10,18.980773,72.859267
14462,2021-08-25,22:34,Chennai,579,DRUG OFFENSE,62,F,Blunt Object,19,13.051557,80.287195
14463,2021-08-25,21:14,Ghaziabad,460,ILLEGAL POSSESSION,39,F,Explosives,6,28.638204,77.407244
14464,2021-08-25,00:11,Hyderabad,449,HOMICIDE,10,M,Explosives,3,17.377017,78.360207
14465,2021-08-25,18:33,Ahmedabad,322,ASSAULT,79,M,Knife,18,23.06501,72.622917
14466,2021-08-25,02:20,Lucknow,383,FIREARM OFFENSE,16,F,Knife,14,26.772296,81.038423
14467,2021-08-25,07:00,Varanasi,520,BURGLARY,47,F,Firearm,16,25.334403,83.020598
14468,2021-08-25,18:07,Jaipur,436,ARSON,60,F,Knife,13,26.994774,75.909478
14469,2021-08-25,18:45,Bangalore,554,CYBERCRIME,19,F,Blunt Object,11,12.917996,77.617388
14470,2021-08-25,01:01,Surat,277,SEXUAL ASSAULT,33,F,Knife,8,21.166991,72.764564
14471,2021-08-25,05:48,Chennai,166,EXTORTION,37,F,Firearm,11,13.068016,80.182063
14472,2021-08-25,13:06,Hyderabad,347,PUBLIC INTOXICATION,52,F,Blunt Object,18,17.338492,78.471526
14473,2021-08-26,22:57,Mumbai,398,DRUG OFFENSE,64,F,Firearm,8,18.972259,72.94561
14474,2021-08-26,03:46,Thane,428,HOMICIDE,64,F,Other,10,19.211746,73.085059
14475,2021-08-26,12:57,Kanpur,433,FIREARM OFFENSE,12,F,Firearm,17,26.456706,80.384412
14476,2021-08-26,15:41,Mumbai,420,SHOPLIFTING,74,M,Explosives,12,18.93734,72.922968
14477,2021-08-26,09:21,Bangalore,358,EXTORTION,64,M,Poison,9,12.923781,77.653676
14478,2021-08-26,21:58,Kolkata,540,KIDNAPPING,46,M,Blunt Object,2,22.592782,88.494866
14479,2021-08-26,12:23,Chennai,550,CYBERCRIME,39,F,Poison,2,13.080689,80.210561
14480,2021-08-26,02:03,Bangalore,180,ASSAULT,38,M,Poison,7,13.033436,77.60407
14481,2021-08-26,07:51,Pune,275,VANDALISM,38,M,Firearm,15,18.612759,73.83975
14482,2021-08-26,06:34,Pune,372,ILLEGAL POSSESSION,63,F,Other,15,18.527873,73.835371
14483,2021-08-26,09:39,Jaipur,371,ILLEGAL POSSESSION,15,M,Other,15,26.990445,75.730113
14484,2021-08-26,07:08,Ahmedabad,404,ARSON,35,F,Knife,14,23.079071,72.661369
14485,2021-08-26,08:20,Mumbai,233,ARSON,66,F,Other,7,19.059566,72.781681
14486,2021-08-26,23:50,Vasai,172,COUNTERFEITING,44,F,Explosives,8,19.386971,72.906026
14487,2021-08-26,17:28,Delhi,387,ILLEGAL POSSESSION,25,M,Explosives,10,28.667777,77.106618
14488,2021-08-26,06:40,Hyderabad,140,ASSAULT,49,F,Blunt Object,3,17.383969,78.447331
14489,2021-08-26,06:31,Mumbai,533,PUBLIC INTOXICATION,19,F,Other,15,19.165061,72.904207
14490,2021-08-26,19:20,Bangalore,386,VANDALISM,51,F,Other,9,12.920294,77.665782
14491,2021-08-26,08:23,Chennai,548,ARSON,52,M,None,1,13.02184,80.294974
14492,2021-08-26,02:27,Jaipur,280,ILLEGAL POSSESSION,50,M,None,19,26.839826,75.95498
14493,2021-08-26,00:49,Bangalore,131,SHOPLIFTING,43,F,None,3,12.907834,77.500804
14494,2021-08-26,06:06,Hyderabad,279,CYBERCRIME,48,F,None,8,17.506799,78.59523
14495,2021-08-26,11:55,Ahmedabad,123,IDENTITY THEFT,36,M,Explosives,6,23.05526,72.519999
14496,2021-08-26,09:47,Hyderabad,340,IDENTITY THEFT,55,F,Knife,16,17.435085,78.436166
14497,2021-08-27,04:36,Hyderabad,219,CYBERCRIME,22,F,Explosives,3,17.338916,78.555797
14498,2021-08-27,13:52,Nagpur,190,VEHICLE - STOLEN,11,M,Explosives,17,21.079135,79.147118
14499,2021-08-27,00:59,Delhi,351,ILLEGAL POSSESSION,38,M,Other,1,28.836306,76.878494
14500,2021-08-27,03:23,Delhi,173,KIDNAPPING,49,F,Blunt Object,7,28.735121,77.079255
14501,2021-08-27,05:18,Hyderabad,350,FRAUD,66,F,Poison,17,17.447532,78.429035
14502,2021-08-27,14:09,Hyderabad,273,SHOPLIFTING,35,F,Explosives,6,17.322606,78.40839
14503,2021-08-27,11:40,Jaipur,236,PUBLIC INTOXICATION,13,M,Knife,2,26.850096,75.708386
14504,2021-08-27,09:34,Pune,158,KIDNAPPING,74,F,Blunt Object,15,18.56384,73.768707
14505,2021-08-27,15:17,Kanpur,404,FIREARM OFFENSE,31,F,None,12,26.496327,80.208568
14506,2021-08-27,06:26,Pune,358,FRAUD,20,M,Explosives,12,18.584497,73.889027
14507,2021-08-27,08:39,Delhi,259,PUBLIC INTOXICATION,61,F,Blunt Object,14,28.769529,77.18885
14508,2021-08-27,07:52,Bangalore,540,VEHICLE - STOLEN,64,F,Blunt Object,3,13.009706,77.687277
14509,2021-08-27,19:09,Nagpur,505,DRUG OFFENSE,59,F,None,1,21.216459,79.190294
14510,2021-08-27,12:48,Delhi,318,ASSAULT,12,F,Blunt Object,5,28.537291,77.162313
14511,2021-08-27,03:22,Hyderabad,346,ARSON,16,M,Explosives,11,17.518537,78.574074
14512,2021-08-27,23:20,Kalyan,111,TRAFFIC VIOLATION,79,M,Blunt Object,10,19.256363,73.122323
14513,2021-08-27,15:10,Ghaziabad,524,KIDNAPPING,68,F,Blunt Object,13,28.745607,77.414199
14514,2021-08-27,16:40,Hyderabad,566,VANDALISM,12,F,Knife,7,17.539641,78.574293
14515,2021-08-27,23:38,Bhopal,109,ROBBERY,15,M,Firearm,2,23.248075,77.323438
14516,2021-08-27,09:02,Delhi,313,TRAFFIC VIOLATION,26,M,None,10,28.538314,77.130267
14517,2021-08-27,20:52,Ahmedabad,291,SEXUAL ASSAULT,39,F,Poison,15,23.060795,72.665917
14518,2021-08-27,04:17,Chennai,227,KIDNAPPING,20,F,Other,11,12.927391,80.184519
14519,2021-08-27,23:01,Chennai,269,PUBLIC INTOXICATION,73,M,Explosives,14,12.957551,80.209713
14520,2021-08-27,01:16,Chennai,381,HOMICIDE,21,M,Other,17,13.075786,80.222733
14521,2021-08-28,07:28,Kolkata,261,COUNTERFEITING,57,M,Knife,19,22.662652,88.31768
14522,2021-08-28,11:31,Pune,107,VANDALISM,44,M,None,17,18.64406,73.794608
14523,2021-08-28,14:53,Bangalore,551,IDENTITY THEFT,56,M,Knife,16,12.953283,77.655513
14524,2021-08-28,13:10,Nagpur,413,DOMESTIC VIOLENCE,37,M,Knife,13,21.185284,79.146015
14525,2021-08-28,02:59,Lucknow,289,BURGLARY,66,F,Knife,8,26.929012,80.889601
14526,2021-08-28,21:47,Hyderabad,427,CYBERCRIME,42,M,Knife,13,17.474991,78.366476
14527,2021-08-28,06:34,Chennai,572,IDENTITY THEFT,18,M,Knife,7,13.137792,80.162071
14528,2021-08-28,19:51,Delhi,289,HOMICIDE,33,M,Firearm,18,28.868496,77.035705
14529,2021-08-28,00:28,Mumbai,113,VEHICLE - STOLEN,32,F,Explosives,17,18.946233,72.859791
14530,2021-08-28,21:33,Mumbai,480,FRAUD,23,F,Firearm,1,19.011158,72.750468
14531,2021-08-28,18:22,Bangalore,334,ROBBERY,58,M,Other,14,13.091074,77.621748
14532,2021-08-28,07:33,Faridabad,439,HOMICIDE,27,M,Explosives,16,28.457348,77.392907
14533,2021-08-28,02:43,Thane,117,HOMICIDE,40,F,Firearm,5,19.20284,73.027242
14534,2021-08-28,17:51,Bangalore,192,BURGLARY,25,F,Firearm,1,13.060028,77.655837
14535,2021-08-28,11:44,Chennai,329,HOMICIDE,37,M,Blunt Object,14,12.980825,80.260716
14536,2021-08-28,19:30,Lucknow,207,ASSAULT,55,F,Blunt Object,19,26.75154,80.90431
14537,2021-08-28,04:59,Delhi,272,KIDNAPPING,16,F,Firearm,12,28.558169,76.846608
14538,2021-08-28,23:13,Delhi,344,EXTORTION,54,F,Poison,5,28.678194,76.817334
14539,2021-08-28,23:51,Delhi,361,FRAUD,73,F,Firearm,9,28.763262,76.986126
14540,2021-08-28,14:02,Mumbai,594,KIDNAPPING,43,M,Blunt Object,17,19.139093,72.946584
14541,2021-08-28,01:24,Mumbai,280,ILLEGAL POSSESSION,40,M,Explosives,7,19.192272,72.764241
14542,2021-08-28,07:06,Hyderabad,274,FRAUD,46,F,None,17,17.427121,78.582233
14543,2021-08-28,04:12,Ahmedabad,174,FRAUD,37,F,Poison,12,23.06713,72.674789
14544,2021-08-28,00:43,Mumbai,489,HOMICIDE,52,F,Knife,5,19.129439,72.787036
14545,2021-08-29,13:56,Meerut,238,ASSAULT,79,F,Blunt Object,12,28.996793,77.79141
14546,2021-08-29,02:55,Pune,123,FIREARM OFFENSE,43,M,None,13,18.582095,73.932114
14547,2021-08-29,01:29,Ahmedabad,419,HOMICIDE,44,M,Blunt Object,13,23.078213,72.557733
14548,2021-08-29,10:31,Bangalore,198,SEXUAL ASSAULT,73,F,Knife,6,12.903876,77.520316
14549,2021-08-29,07:58,Delhi,187,VEHICLE - STOLEN,48,F,None,2,28.612961,76.991726
14550,2021-08-29,06:16,Delhi,223,CYBERCRIME,44,F,Poison,19,28.509773,76.801359
14551,2021-08-29,11:06,Visakhapatnam,244,ARSON,24,F,Explosives,6,17.740393,83.259898
14552,2021-08-29,01:19,Vasai,287,FIREARM OFFENSE,39,F,Explosives,6,19.300264,72.86631
14553,2021-08-29,06:57,Ahmedabad,553,KIDNAPPING,38,F,Other,8,23.081128,72.512121
14554,2021-08-29,23:27,Delhi,558,IDENTITY THEFT,17,F,Knife,18,28.685728,77.120949
14555,2021-08-29,11:04,Delhi,422,CYBERCRIME,18,M,Firearm,5,28.742056,77.042875
14556,2021-08-29,05:40,Bhopal,341,ILLEGAL POSSESSION,36,F,Poison,6,23.267896,77.410365
14557,2021-08-29,06:02,Thane,202,VANDALISM,42,M,Blunt Object,5,19.187103,73.029249
14558,2021-08-29,03:39,Surat,551,VEHICLE - STOLEN,79,M,Firearm,10,21.284717,72.828484
14559,2021-08-29,02:44,Hyderabad,494,SHOPLIFTING,60,M,Blunt Object,14,17.307648,78.490686
14560,2021-08-29,19:03,Delhi,268,CYBERCRIME,20,M,Firearm,18,28.509342,76.849333
14561,2021-08-29,15:22,Kanpur,552,IDENTITY THEFT,30,F,Other,15,26.52381,80.335309
14562,2021-08-29,14:03,Nagpur,522,VANDALISM,67,F,Firearm,19,21.199953,79.113038
14563,2021-08-29,06:34,Chennai,144,ROBBERY,41,F,Other,15,13.026069,80.176596
14564,2021-08-29,17:42,Bangalore,287,ROBBERY,29,F,Blunt Object,9,12.92426,77.527163
14565,2021-08-29,06:23,Patna,272,DRUG OFFENSE,68,F,Blunt Object,18,25.626451,85.103056
14566,2021-08-29,09:32,Ludhiana,489,TRAFFIC VIOLATION,43,F,Firearm,6,30.940904,75.805653
14567,2021-08-29,09:00,Delhi,332,DOMESTIC VIOLENCE,73,F,Poison,2,28.868195,77.288164
14568,2021-08-29,09:34,Srinagar,507,SHOPLIFTING,72,F,Blunt Object,4,34.101435,74.908226
14569,2021-08-30,00:46,Hyderabad,435,COUNTERFEITING,72,F,Knife,4,17.51577,78.541162
14570,2021-08-30,20:54,Pune,496,EXTORTION,56,F,None,3,18.541238,73.879427
14571,2021-08-30,18:21,Chennai,304,VEHICLE - STOLEN,50,M,Firearm,17,12.929395,80.242535
14572,2021-08-30,10:16,Delhi,550,HOMICIDE,20,F,Knife,4,28.706129,77.042739
14573,2021-08-30,12:13,Mumbai,347,ILLEGAL POSSESSION,25,M,None,9,19.073523,72.935997
14574,2021-08-30,01:22,Bhopal,353,ILLEGAL POSSESSION,68,F,Other,10,23.211727,77.444484
14575,2021-08-30,02:02,Patna,533,FRAUD,72,F,None,5,25.598786,85.112522
14576,2021-08-30,20:00,Chennai,255,ASSAULT,77,M,Other,5,12.934019,80.289195
14577,2021-08-30,11:05,Visakhapatnam,228,BURGLARY,60,M,Explosives,16,17.65017,83.306341
14578,2021-08-30,02:39,Mumbai,257,HOMICIDE,14,F,Other,5,19.169449,72.764449
14579,2021-08-30,06:39,Lucknow,186,KIDNAPPING,28,F,Blunt Object,5,26.7727,80.958364
14580,2021-08-30,14:06,Nagpur,555,FRAUD,50,M,Knife,5,21.242561,79.198325
14581,2021-08-30,09:59,Delhi,471,FIREARM OFFENSE,69,F,Explosives,3,28.785204,76.946079
14582,2021-08-30,13:47,Kanpur,247,SHOPLIFTING,17,F,Other,9,26.416726,80.400246
14583,2021-08-30,16:17,Hyderabad,208,EXTORTION,63,F,Other,17,17.513021,78.458786
14584,2021-08-30,10:17,Nagpur,466,VANDALISM,42,F,Poison,2,21.201426,79.137716
14585,2021-08-30,04:56,Mumbai,348,SHOPLIFTING,36,F,Knife,17,19.018668,72.919947
14586,2021-08-30,04:31,Kolkata,460,ASSAULT,11,M,Firearm,4,22.684201,88.446167
14587,2021-08-30,19:46,Nashik,376,VANDALISM,15,F,Poison,12,19.992782,73.730083
14588,2021-08-30,17:46,Ghaziabad,599,EXTORTION,31,M,Poison,11,28.784099,77.505582
14589,2021-08-30,16:51,Ahmedabad,383,DOMESTIC VIOLENCE,32,F,Explosives,8,23.08071,72.690875
14590,2021-08-30,22:47,Ludhiana,497,FRAUD,11,F,Other,12,30.922093,75.865291
14591,2021-08-30,21:33,Mumbai,171,FIREARM OFFENSE,57,F,Knife,1,19.06579,72.77645
14592,2021-08-30,11:41,Pune,238,BURGLARY,12,M,Knife,16,18.639044,73.838413
14593,2021-08-31,11:42,Surat,361,DOMESTIC VIOLENCE,70,F,Blunt Object,9,21.250991,72.798218
14594,2021-08-31,08:14,Hyderabad,535,SHOPLIFTING,47,F,None,13,17.346773,78.413518
14595,2021-08-31,06:17,Hyderabad,399,SHOPLIFTING,61,F,Firearm,7,17.543231,78.409686
14596,2021-08-31,18:43,Bangalore,427,FRAUD,21,M,Other,14,13.068836,77.521452
14597,2021-08-31,01:03,Delhi,499,SEXUAL ASSAULT,69,F,Firearm,11,28.618788,77.221562
14598,2021-08-31,00:16,Nagpur,208,TRAFFIC VIOLATION,73,M,Poison,5,21.242508,79.177667
14599,2021-08-31,04:30,Delhi,564,FIREARM OFFENSE,52,F,Other,18,28.578596,76.875219
14600,2021-08-31,21:39,Indore,453,BURGLARY,30,M,Explosives,7,22.813205,75.754615
14601,2021-08-31,22:50,Pune,182,ASSAULT,47,F,Blunt Object,17,18.634519,73.84784
14602,2021-08-31,06:59,Varanasi,106,SHOPLIFTING,65,F,Blunt Object,1,25.264216,83.013275
14603,2021-08-31,13:01,Chennai,260,FRAUD,15,F,Explosives,11,13.101579,80.207567
14604,2021-08-31,04:27,Nagpur,182,SHOPLIFTING,40,M,Other,6,21.155081,79.018775
14605,2021-08-31,05:51,Chennai,472,DRUG OFFENSE,58,F,None,3,13.120805,80.269877
14606,2021-08-31,01:57,Mumbai,474,ROBBERY,14,F,Other,14,18.941832,72.783147
14607,2021-08-31,18:28,Hyderabad,258,BURGLARY,53,F,Poison,6,17.442393,78.558586
14608,2021-08-31,06:59,Chennai,570,EXTORTION,51,M,Blunt Object,14,12.922651,80.201818
14609,2021-08-31,04:42,Kolkata,367,DOMESTIC VIOLENCE,10,M,Other,5,22.684915,88.329427
14610,2021-08-31,05:27,Hyderabad,105,FRAUD,53,M,Explosives,11,17.409922,78.43554
14611,2021-08-31,02:34,Mumbai,151,PUBLIC INTOXICATION,24,F,Knife,11,18.903646,72.836285
14612,2021-08-31,16:33,Pune,210,ASSAULT,77,F,Firearm,14,18.550951,73.925199
14613,2021-08-31,23:07,Kanpur,558,COUNTERFEITING,16,F,None,4,26.569923,80.24211
14614,2021-08-31,04:22,Patna,231,FRAUD,34,F,Firearm,2,25.634453,85.133336
14615,2021-08-31,12:28,Mumbai,483,BURGLARY,50,F,Firearm,6,18.935048,72.810427
14616,2021-08-31,09:50,Ahmedabad,308,FRAUD,39,F,Blunt Object,2,23.089497,72.674725
14617,2021-09-01,05:25,Vasai,254,PUBLIC INTOXICATION,31,M,Firearm,2,19.330172,72.894727
14618,2021-09-01,15:16,Kolkata,297,ROBBERY,51,F,Firearm,17,22.53696,88.423917
14619,2021-09-01,11:16,Ahmedabad,468,EXTORTION,33,M,Blunt Object,4,23.061727,72.601815
14620,2021-09-01,05:38,Delhi,363,IDENTITY THEFT,58,F,Explosives,10,28.842707,76.800947
14621,2021-09-01,01:58,Agra,443,VEHICLE - STOLEN,61,M,Poison,5,27.189655,78.035992
14622,2021-09-01,21:46,Nashik,566,TRAFFIC VIOLATION,71,F,Other,11,19.987837,73.798721
14623,2021-09-01,12:49,Bangalore,225,PUBLIC INTOXICATION,28,F,Poison,5,13.065548,77.590156
14624,2021-09-01,19:57,Hyderabad,360,DRUG OFFENSE,37,F,Poison,6,17.468741,78.594578
14625,2021-09-01,06:46,Indore,259,BURGLARY,59,M,Firearm,6,22.772699,75.82057
14626,2021-09-01,02:48,Kanpur,207,KIDNAPPING,50,F,Firearm,16,26.458746,80.414016
14627,2021-09-01,19:09,Delhi,262,SEXUAL ASSAULT,37,F,Poison,12,28.563502,77.02575
